"ID";"UserID";"PeerID";"Messages";"AdvisorStatus";"ConversationStatus";"CreatedAt";"UpdatedAt"
27;1;16;"[{""message"": ""Hey"", ""senderID"": 1, ""createdAt"": 1616957980223, ""botSuggestions"": []}, {""message"": ""How are you?"", ""senderID"": 1, ""createdAt"": 1616958000303, ""botSuggestions"": []}, {""message"": ""i'm good. just got back from a long day at work. how are you?"", ""senderID"": 16, ""createdAt"": 1616958018572, ""botSuggestions"": []}, {""message"": ""I'm good. Just woke up."", ""senderID"": 1, ""createdAt"": 1616958034010, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""that's good to hear. what are you going to do with the rest of your day?"", ""senderID"": 16, ""createdAt"": 1616958051979, ""botSuggestions"": []}, {""message"": ""i'm going to go for a walk. i've never been so bored in my life."", ""senderID"": 1, ""createdAt"": 1616958065503, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""same here, I am exhausted "", ""senderID"": 16, ""createdAt"": 1616958089398, ""botSuggestions"": []}, {""message"": ""What do you do for fun?"", ""senderID"": 1, ""createdAt"": 1616958102847, ""botSuggestions"": []}, {""message"": ""We are making a plan for millennium park today "", ""senderID"": 16, ""createdAt"": 1616958113938, ""botSuggestions"": []}, {""message"": ""are you able to join?"", ""senderID"": 16, ""createdAt"": 1616958120176, ""botSuggestions"": []}, {""message"": ""ISA flash mob is there"", ""senderID"": 16, ""createdAt"": 1616958134576, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": [{""reply"": ""I'm going to be there."", ""bot_name"": ""DialoGPT""}, {""reply"": ""that sounds like a lot of fun. what kind of plans are you going to have there?"", ""bot_name"": ""Blenderbot""}, {""reply"": ""I can join, but I can't join the server."", ""bot_name"": ""DialoGPT""}, {""reply"": ""i am, but i'm not sure if i'll be able to make it."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""that sounds like a lot of fun. what kind of plans are you going to have there?"", ""senderID"": 1, ""createdAt"": 1616958136393, ""botSuggestions"": [{""reply"": ""I'm not sure if it's a flash mob or a flash mob."", ""bot_name"": ""DialoGPT""}, {""reply"": ""have you ever been to a flash mob? it's a group of people who perform in the flash mob."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""I'm planning to stay at home and watch some anime"", ""senderID"": 1, ""createdAt"": 1616958180873, ""botSuggestions"": []}, {""message"": ""just going to attend flash mob & will get some sight seeing"", ""senderID"": 16, ""createdAt"": 1616958181018, ""botSuggestions"": []}, {""message"": ""That sounds fun"", ""senderID"": 1, ""createdAt"": 1616958193593, ""botSuggestions"": [{""reply"": ""that sounds like a lot of fun. what are you going to do in the flash mob?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""cool "", ""senderID"": 16, ""createdAt"": 1616958195524, ""botSuggestions"": [{""reply"": ""that sounds like a lot of fun. what are you going to do in the flash mob?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""yes.."", ""senderID"": 16, ""createdAt"": 1616958198735, ""botSuggestions"": []}, {""message"": ""Do you like star wars?"", ""senderID"": 1, ""createdAt"": 1616958203739, ""botSuggestions"": []}, {""message"": ""but this app seems require attention."", ""senderID"": 16, ""createdAt"": 1616958223642, ""botSuggestions"": []}, {""message"": ""Its not quick to comprehend"", ""senderID"": 16, ""createdAt"": 1616958225862, ""botSuggestions"": [{""reply"": ""do you have any hobbies? i like to go to the beach and enjoy nature."", ""bot_name"": ""Blenderbot""}, {""reply"": ""Thanks! I'm glad you like it."", ""bot_name"": ""DialoGPT""}, {""reply"": ""I'm not sure what you mean by that."", ""bot_name"": ""DialoGPT""}]}, {""message"": ""I guess"", ""senderID"": 16, ""createdAt"": 1616958229817, ""botSuggestions"": []}, {""message"": ""I like Star Wars."", ""senderID"": 16, ""createdAt"": 1616958243677, ""botSuggestions"": [{""reply"": ""i'm not sure if it's a good thing or a bad thing..."", ""bot_name"": ""Blenderbot""}, {""reply"": ""I guess"", ""bot_name"": ""DialoGPT""}]}, {""message"": ""it was a lot of fun. i think i'm going to do it again soon."", ""senderID"": 16, ""createdAt"": 1616958256854, ""botSuggestions"": [{""reply"": ""I'm not sure what you mean."", ""bot_name"": ""DialoGPT""}, {""reply"": ""what do you mean by that? i'm not sure what you're talking about."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Yes the prediction takes time since the university is low on funding"", ""senderID"": 1, ""createdAt"": 1616958262328, ""botSuggestions"": [{""reply"": ""i like star wars as well. it's one of my favorite sci - fi movies."", ""bot_name"": ""Blenderbot""}, {""reply"": ""I hope you do!"", ""bot_name"": ""DialoGPT""}, {""reply"": ""that's a good idea. i'm sure you'll do it again soon."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""So you made it."", ""senderID"": 16, ""createdAt"": 1616958273862, ""botSuggestions"": [{""reply"": ""i like star wars as well. it's one of my favorite sci - fi movies."", ""bot_name"": ""Blenderbot""}, {""reply"": ""I hope you do!"", ""bot_name"": ""DialoGPT""}, {""reply"": ""that's a good idea. i'm sure you'll do it again soon."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""thats great"", ""senderID"": 16, ""createdAt"": 1616958279112, ""botSuggestions"": []}, {""message"": ""Thank you"", ""senderID"": 1, ""createdAt"": 1616958285247, ""botSuggestions"": []}, {""message"": ""awesome"", ""senderID"": 16, ""createdAt"": 1616958290539, ""botSuggestions"": []}, {""message"": ""I also created nlp based chatbot earlier"", ""senderID"": 16, ""createdAt"": 1616958300855, ""botSuggestions"": [{""reply"": ""Thanks! I'm glad you like it."", ""bot_name"": ""DialoGPT""}, {""reply"": ""yes, i did. i'm so proud of myself for doing such a great job."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""2 years back"", ""senderID"": 16, ""createdAt"": 1616958304311, ""botSuggestions"": []}, {""message"": ""see you"", ""senderID"": 16, ""createdAt"": 1616958319367, ""botSuggestions"": [{""reply"": ""Thanks! I'm glad you like it."", ""bot_name"": ""DialoGPT""}, {""reply"": ""thank you so much! i'm so proud of you! i hope you have a great day!"", ""bot_name"": ""Blenderbot""}, {""reply"": ""yeah, it's been a long time since i've been able to do that."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Recommend it to your friends and help me gather data"", ""senderID"": 1, ""createdAt"": 1616958327589, ""botSuggestions"": [{""reply"": ""wow, that's a long time ago. how long have you been with your family?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""sure"", ""senderID"": 16, ""createdAt"": 1616958334295, ""botSuggestions"": [{""reply"": ""wow, that's a long time ago. how long have you been with your family?"", ""bot_name"": ""Blenderbot""}]}]";"[]";"[]";"2021-03-28 19:06:02";"2021-03-28 19:06:02"
28;18;17;"[{""message"": ""Hi"", ""senderID"": 18, ""createdAt"": 1616959569194, ""botSuggestions"": []}]";"[]";"[]";"2021-03-28 19:26:51";"2021-03-28 19:26:51"
29;19;18;"[{""message"": ""Hello"", ""senderID"": 18, ""createdAt"": 1616959676236, ""botSuggestions"": []}, {""message"": ""Hiya"", ""senderID"": 19, ""createdAt"": 1616959700623, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""Hey, you're not OP."", ""senderID"": 18, ""createdAt"": 1616959711467, ""botSuggestions"": []}, {""message"": ""I'm not OP?"", ""senderID"": 19, ""createdAt"": 1616959721168, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""what is OP?"", ""senderID"": 19, ""createdAt"": 1616959734952, ""botSuggestions"": []}, {""message"": ""original poster. i'm so proud of him. he's such a great person."", ""senderID"": 18, ""createdAt"": 1616959747822, ""botSuggestions"": []}, {""message"": ""I'm so glad you're proud of him."", ""senderID"": 19, ""createdAt"": 1616959764546, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""i am too. i am so proud of him for doing such a great job. i can't wait to see what he does next."", ""senderID"": 18, ""createdAt"": 1616959784382, ""botSuggestions"": []}, {""message"": ""I'm so excited for the next season."", ""senderID"": 19, ""createdAt"": 1616959800663, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""what's the next season? i'm not sure i've heard of it."", ""senderID"": 18, ""createdAt"": 1616959820943, ""botSuggestions"": []}, {""message"": ""its a song"", ""senderID"": 19, ""createdAt"": 1616959840340, ""botSuggestions"": []}, {""message"": ""of ice and fire"", ""senderID"": 19, ""createdAt"": 1616959844141, ""botSuggestions"": []}, {""message"": ""have you ever read the book \"" the winds of winter \"" by george r. r. martin?"", ""senderID"": 18, ""createdAt"": 1616959870198, ""botSuggestions"": []}, {""message"": ""Ohh yeaah"", ""senderID"": 19, ""createdAt"": 1616959898107, ""botSuggestions"": []}, {""message"": ""its really awesome dude"", ""senderID"": 19, ""createdAt"": 1616959906389, ""botSuggestions"": []}]";"[]";"[]";"2021-03-28 19:32:18";"2021-03-28 19:32:18"
30;18;19;"[{""message"": ""Hello"", ""senderID"": 18, ""createdAt"": 1616959676208, ""botSuggestions"": []}, {""message"": ""Hiya"", ""senderID"": 19, ""createdAt"": 1616959700792, ""botSuggestions"": []}, {""message"": ""Hey, you're not OP."", ""senderID"": 18, ""createdAt"": 1616959711442, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": [{""reply"": ""hello, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""I'm not OP?"", ""senderID"": 19, ""createdAt"": 1616959721272, ""botSuggestions"": [{""reply"": ""hello, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""what is OP?"", ""senderID"": 19, ""createdAt"": 1616959735097, ""botSuggestions"": [{""reply"": ""I'm not OP either."", ""bot_name"": ""DialoGPT""}, {""reply"": ""i'm not sure what you mean by that. do you mean that you're not op?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""original poster. i'm so proud of him. he's such a great person."", ""senderID"": 18, ""createdAt"": 1616959747771, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""I'm so glad you're proud of him."", ""senderID"": 19, ""createdAt"": 1616959764692, ""botSuggestions"": []}, {""message"": ""i am too. i am so proud of him for doing such a great job. i can't wait to see what he does next."", ""senderID"": 18, ""createdAt"": 1616959784340, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""I'm so excited for the next season."", ""senderID"": 19, ""createdAt"": 1616959800696, ""botSuggestions"": []}, {""message"": ""what's the next season? i'm not sure i've heard of it."", ""senderID"": 18, ""createdAt"": 1616959820871, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""its a song"", ""senderID"": 19, ""createdAt"": 1616959840366, ""botSuggestions"": []}, {""message"": ""of ice and fire"", ""senderID"": 19, ""createdAt"": 1616959844258, ""botSuggestions"": []}, {""message"": ""have you ever read the book \"" the winds of winter \"" by george r. r. martin?"", ""senderID"": 18, ""createdAt"": 1616959870222, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Ohh yeaah"", ""senderID"": 19, ""createdAt"": 1616959898223, ""botSuggestions"": []}, {""message"": ""its really awesome dude"", ""senderID"": 19, ""createdAt"": 1616959906518, ""botSuggestions"": []}]";"[]";"[]";"2021-03-28 19:32:23";"2021-03-28 19:32:23"
31;19;0;"[]";"[]";"[]";"2021-03-28 19:32:49";"2021-03-28 19:32:49"
32;1;19;"[{""message"": ""Hey"", ""senderID"": 1, ""createdAt"": 1617032430728, ""botSuggestions"": []}, {""message"": ""Hello"", ""senderID"": 1, ""createdAt"": 1617032444007, ""botSuggestions"": []}]";"[]";"[]";"2021-03-29 15:41:31";"2021-03-29 15:41:31"
33;1;20;"[{""message"": ""Hello there"", ""senderID"": 1, ""createdAt"": 1617032472392, ""botSuggestions"": []}, {""message"": ""Hello there! Obi Van Kenobi! "", ""senderID"": 20, ""createdAt"": 1617032475633, ""botSuggestions"": []}, {""message"": ""hello, how are you doing today? i just got back from a long day at work."", ""senderID"": 20, ""createdAt"": 1617032516776, ""botSuggestions"": [{""reply"": ""Hello there!"", ""bot_name"": ""DialoGPT""}, {""reply"": ""hello there! how are you? i'm a big fan of him. what's your favorite song?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Do you like the light side or the dark side?"", ""senderID"": 1, ""createdAt"": 1617032524145, ""botSuggestions"": [{""reply"": ""I'm doing great, thanks for asking."", ""bot_name"": ""DialoGPT""}, {""reply"": ""i'm doing well. i just got back from a long day at work as well."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""I like the red side if you understand!"", ""senderID"": 20, ""createdAt"": 1617032547837, ""botSuggestions"": [{""reply"": ""I'm doing great, thanks for asking."", ""bot_name"": ""DialoGPT""}, {""reply"": ""i'm doing well. i just got back from a long day at work as well."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""yes, i do. what's your favorite color? i'm a big fan of red."", ""senderID"": 1, ""createdAt"": 1617032570668, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""I like blue."", ""senderID"": 20, ""createdAt"": 1617032580243, ""botSuggestions"": []}, {""message"": ""Where are you from?"", ""senderID"": 1, ""createdAt"": 1617032603541, ""botSuggestions"": []}, {""message"": ""Ukraine"", ""senderID"": 20, ""createdAt"": 1617032610245, ""botSuggestions"": []}, {""message"": ""and You?"", ""senderID"": 20, ""createdAt"": 1617032616027, ""botSuggestions"": [{""reply"": ""."", ""bot_name"": ""DialoGPT""}]}, {""message"": ""have you ever been to russia? it's a sovereign state in the eastern part of europe."", ""senderID"": 1, ""createdAt"": 1617032628837, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": [{""reply"": ""i'm fine. i've got a lot of work to do, but it's worth it in the end."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""i've never been to russia, but i know it's a sovereign state in the eastern part of europe."", ""senderID"": 20, ""createdAt"": 1617032663369, ""botSuggestions"": [{""reply"": ""i'm fine. i've got a lot of work to do, but it's worth it in the end."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Hello Tejas"", ""senderID"": 20, ""createdAt"": 1617032700417, ""botSuggestions"": [{""reply"": ""It's not a sovereign state."", ""bot_name"": ""DialoGPT""}, {""reply"": ""i've never been to russia, but i know it's a sovereign state in the eastern part of europe."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""or should i call you TejASS"", ""senderID"": 20, ""createdAt"": 1617032715824, ""botSuggestions"": [{""reply"": ""Hi! :D"", ""bot_name"": ""DialoGPT""}, {""reply"": ""hello, how are you today? i just got back from a long day at the office."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Hahaha"", ""senderID"": 1, ""createdAt"": 1617032725634, ""botSuggestions"": [{""reply"": ""I'm not sure what you mean."", ""bot_name"": ""DialoGPT""}, {""reply"": ""i'm not sure what that's supposed to mean. i don't know what that means."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""i'm not sure what that's supposed to mean. i don't know what that means."", ""senderID"": 1, ""createdAt"": 1617032744638, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""I think it means that you're not a fan of the show."", ""senderID"": 20, ""createdAt"": 1617032779084, ""botSuggestions"": []}]";"[{""Status"": ""up"", ""CreatedAt"": 1617032763605}]";"[{""Status"": ""up"", ""CreatedAt"": 1617032765199}]";"2021-03-29 15:47:03";"2021-03-29 15:47:03"
34;20;1;"[{""message"": ""Hello there"", ""senderID"": 1, ""createdAt"": 1617032475197, ""botSuggestions"": []}, {""message"": ""Hello there! Obi Van Kenobi! "", ""senderID"": 20, ""createdAt"": 1617032478038, ""botSuggestions"": [{""reply"": ""hello, how are you doing today? i just got back from a long day at work."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""hello, how are you doing today? i just got back from a long day at work."", ""senderID"": 20, ""createdAt"": 1617032519196, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Do you like the light side or the dark side?"", ""senderID"": 1, ""createdAt"": 1617032526575, ""botSuggestions"": []}, {""message"": ""I like the red side if you understand!"", ""senderID"": 20, ""createdAt"": 1617032550233, ""botSuggestions"": []}, {""message"": ""yes, i do. what's your favorite color? i'm a big fan of red."", ""senderID"": 1, ""createdAt"": 1617032573190, ""botSuggestions"": []}, {""message"": ""I like blue."", ""senderID"": 20, ""createdAt"": 1617032582670, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""Where are you from?"", ""senderID"": 1, ""createdAt"": 1617032605957, ""botSuggestions"": []}, {""message"": ""Ukraine"", ""senderID"": 20, ""createdAt"": 1617032612645, ""botSuggestions"": []}, {""message"": ""and You?"", ""senderID"": 20, ""createdAt"": 1617032618438, ""botSuggestions"": []}, {""message"": ""have you ever been to russia? it's a sovereign state in the eastern part of europe."", ""senderID"": 1, ""createdAt"": 1617032631247, ""botSuggestions"": []}, {""message"": ""i've never been to russia, but i know it's a sovereign state in the eastern part of europe."", ""senderID"": 20, ""createdAt"": 1617032665798, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Hello Tejas"", ""senderID"": 20, ""createdAt"": 1617032702812, ""botSuggestions"": []}, {""message"": ""or should i call you TejASS"", ""senderID"": 20, ""createdAt"": 1617032718221, ""botSuggestions"": []}, {""message"": ""Hahaha"", ""senderID"": 1, ""createdAt"": 1617032728057, ""botSuggestions"": []}, {""message"": ""i'm not sure what that's supposed to mean. i don't know what that means."", ""senderID"": 1, ""createdAt"": 1617032747069, ""botSuggestions"": [{""reply"": ""I know right? I was like, I know this guy."", ""bot_name"": ""DialoGPT""}, {""reply"": ""i'm laughing so hard right now. i can't stop laughing. it's so funny."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""I think it means that you're not a fan of the show."", ""senderID"": 20, ""createdAt"": 1617032781496, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}]";"[{""Status"": ""up"", ""CreatedAt"": 1617032601052}]";"[{""Status"": ""up"", ""CreatedAt"": 1617032603707}]";"2021-03-29 15:47:09";"2021-03-29 15:47:09"
35;2;1;"[{""message"": ""Hello there"", ""senderID"": 2, ""createdAt"": 1617053345611, ""botSuggestions"": []}, {""message"": ""General Kenobi"", ""senderID"": 1, ""createdAt"": 1617053356434, ""botSuggestions"": []}, {""message"": ""Do you like the dark side or the light side?"", ""senderID"": 2, ""createdAt"": 1617053379813, ""botSuggestions"": []}, {""message"": ""I like the dark side."", ""senderID"": 1, ""createdAt"": 1617053403495, ""botSuggestions"": []}, {""message"": ""Tell me the tragedy of Darth plaguies the wise"", ""senderID"": 2, ""createdAt"": 1617053451944, ""botSuggestions"": []}, {""message"": ""He was a good boy"", ""senderID"": 1, ""createdAt"": 1617053475003, ""botSuggestions"": []}]";"[]";"[]";"2021-03-29 21:31:54";"2021-03-29 21:31:54"
36;1;2;"[{""message"": ""Hello there"", ""senderID"": 2, ""createdAt"": 1617053345612, ""botSuggestions"": []}, {""message"": ""General Kenobi"", ""senderID"": 1, ""createdAt"": 1617053356435, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""Do you like the dark side or the light side?"", ""senderID"": 2, ""createdAt"": 1617053379814, ""botSuggestions"": []}, {""message"": ""I like the dark side."", ""senderID"": 1, ""createdAt"": 1617053403497, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""Tell me the tragedy of Darth plaguies the wise"", ""senderID"": 2, ""createdAt"": 1617053451944, ""botSuggestions"": []}, {""message"": ""He was a good boy"", ""senderID"": 1, ""createdAt"": 1617053475001, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}]";"[{""Status"": ""up"", ""CreatedAt"": 1617053470604}]";"[]";"2021-03-29 21:31:59";"2021-03-29 21:31:59"
37;22;1;"[{""message"": ""Hello there"", ""senderID"": 1, ""createdAt"": 1617138137089, ""botSuggestions"": []}, {""message"": ""General Kenobi"", ""senderID"": 22, ""createdAt"": 1617138161254, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""Do you like star wars?"", ""senderID"": 1, ""createdAt"": 1617138172715, ""botSuggestions"": []}, {""message"": ""I like Star Wars."", ""senderID"": 22, ""createdAt"": 1617138183653, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""How are you?"", ""senderID"": 1, ""createdAt"": 1617138204370, ""botSuggestions"": []}, {""message"": ""i'm good. just got back from a long day at work. how are you?"", ""senderID"": 22, ""createdAt"": 1617138215006, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""i'm good. just got back from a long day at work as well. what do you do for work?"", ""senderID"": 1, ""createdAt"": 1617138227296, ""botSuggestions"": []}, {""message"": ""I work for a company that makes cars."", ""senderID"": 22, ""createdAt"": 1617138246784, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""that's cool. what kind of cars do you work on? "", ""senderID"": 1, ""createdAt"": 1617138264055, ""botSuggestions"": []}, {""message"": ""Sports Cars"", ""senderID"": 22, ""createdAt"": 1617138283288, ""botSuggestions"": []}, {""message"": ""i love sports cars. they are the most popular car in the world. do you like sports cars?"", ""senderID"": 1, ""createdAt"": 1617138295393, ""botSuggestions"": []}, {""message"": ""Yeah, I do"", ""senderID"": 22, ""createdAt"": 1617138327970, ""botSuggestions"": []}, {""message"": ""Do you like anime?"", ""senderID"": 1, ""createdAt"": 1617138349257, ""botSuggestions"": []}, {""message"": ""i do like anime, but i don't know much about it. what's your favorite anime?"", ""senderID"": 22, ""createdAt"": 1617138377957, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""I like attack on titans"", ""senderID"": 1, ""createdAt"": 1617138391014, ""botSuggestions"": []}, {""message"": ""i haven't seen it yet, but i've heard it's pretty good."", ""senderID"": 22, ""createdAt"": 1617138409569, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""It's a great show. "", ""senderID"": 1, ""createdAt"": 1617138441726, ""botSuggestions"": []}, {""message"": ""What other anime have you seen?"", ""senderID"": 1, ""createdAt"": 1617138451046, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": [{""reply"": ""I agree. I love it."", ""bot_name"": ""DialoGPT""}, {""reply"": ""it really is. it's one of my favorite shows of all time. what's your favorite show?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""i haven't seen any other anime, but i've seen a lot of anime."", ""senderID"": 22, ""createdAt"": 1617138479415, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""That's contradictory"", ""senderID"": 1, ""createdAt"": 1617138494564, ""botSuggestions"": []}, {""message"": ""Have you seen cowboy beepbop?"", ""senderID"": 1, ""createdAt"": 1617138501931, ""botSuggestions"": [{""reply"": ""I think it's a reference to the movie The Last Airbender."", ""bot_name"": ""DialoGPT""}]}, {""message"": ""i know, right?"", ""senderID"": 22, ""createdAt"": 1617138506172, ""botSuggestions"": [{""reply"": ""I have not."", ""bot_name"": ""DialoGPT""}, {""reply"": ""no, i haven't. i'll have to check it out. what's it about?"", ""bot_name"": ""Blenderbot""}]}, {""message"": ""Yeah, that' one of my favorites"", ""senderID"": 22, ""createdAt"": 1617138521865, ""botSuggestions"": []}, {""message"": ""I haven't seen it but it is in my list"", ""senderID"": 1, ""createdAt"": 1617138545862, ""botSuggestions"": []}, {""message"": ""you should check it out. it's one of the best animes out there."", ""senderID"": 22, ""createdAt"": 1617138570096, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""Sure I will"", ""senderID"": 1, ""createdAt"": 1617138576688, ""botSuggestions"": []}, {""message"": ""i've heard of it, but i don't know much about it. what's it about?"", ""senderID"": 1, ""createdAt"": 1617138585286, ""botSuggestions"": [{""reply"": ""I'm online now"", ""bot_name"": ""DialoGPT""}, {""reply"": ""thank you so much! i really appreciate it. i'm so happy to hear that."", ""bot_name"": ""Blenderbot""}]}, {""message"": ""It's about space travels"", ""senderID"": 22, ""createdAt"": 1617138612380, ""botSuggestions"": []}, {""message"": ""How's the weather?"", ""senderID"": 1, ""createdAt"": 1617138633618, ""botSuggestions"": []}, {""message"": ""it's a bit chilly, but i'm used to it. how about you?"", ""senderID"": 22, ""createdAt"": 1617138643240, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""yeah, i'm used to it too. it's a bit chilly here too."", ""senderID"": 1, ""createdAt"": 1617138655537, ""botSuggestions"": []}, {""message"": ""I'm in the UK, so it's not that cold."", ""senderID"": 22, ""createdAt"": 1617138668284, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""Ohh that's nice! I'm in Chicago"", ""senderID"": 1, ""createdAt"": 1617138682981, ""botSuggestions"": []}, {""message"": ""i've never been to chicago, but i'm sure it's beautiful there."", ""senderID"": 22, ""createdAt"": 1617138715298, ""nameOfBot"": ""Blenderbot"", ""botSuggestions"": []}, {""message"": ""It's a great city."", ""senderID"": 1, ""createdAt"": 1617138728236, ""botSuggestions"": []}, {""message"": ""I agree. I love it."", ""senderID"": 22, ""createdAt"": 1617138738885, ""nameOfBot"": ""DialoGPT"", ""botSuggestions"": []}, {""message"": ""Nice"", ""senderID"": 1, ""createdAt"": 1617138772166, ""botSuggestions"": []}, {""message"": ""bye then!"", ""senderID"": 22, ""createdAt"": 1617138775525, ""botSuggestions"": [{""reply"": ""Thanks, I'm glad you like it."", ""bot_name"": ""DialoGPT""}]}]";"[{""Status"": ""up"", ""CreatedAt"": 1617138234360}, {""Status"": ""down"", ""CreatedAt"": 1617138762588}]";"[{""Status"": ""up"", ""CreatedAt"": 1617138744705}]";"2021-03-30 21:13:42";"2021-03-30 21:13:42"
